X,Y,Temperature
10,12,41.61
11,12,42.14
12,12,42.81
13,12,43.64
14,12,44.66
15,12,45.89
16,12,47.34
17,12,49.02
18,12,50.95
19,12,53.11
20,12,55.49
21,12,58.05
22,12,60.77
23,12,63.57
24,12,66.40
25,12,69.18
26,12,71.82
27,12,74.24
28,12,76.35
29,12,78.09
30,12,79.38
31,12,80.18
32,12,80.45
33,12,80.18
34,12,79.38
35,12,78.09
36,12,76.35
37,12,74.24
38,12,71.82
39,12,69.18
40,12,66.40
41,12,63.57
42,12,60.77
43,12,58.05
44,12,55.49
45,12,53.11
46,12,50.95
47,12,49.02
48,12,47.34
49,12,45.89
50,12,44.66
51,12,43.64
52,12,42.81
53,12,42.14
54,12,41.61
55,12,41.19
56,12,40.87
57,12,40.63
58,12,40.45
59,12,40.31
60,12,40.22
61,12,40.15
62,12,40.10
63,12,40.07
64,12,40.04
65,12,40.03
66,12,40.02
67,12,40.01
68,12,40.01
69,12,40.00
70,12,40.00
71,12,40.00
72,12,40.00
73,12,40.00
74,12,40.00
75,12,40.00
76,12,40.00
77,12,40.00
78,12,40.00
79,12,40.00
80,12,40.00
81,12,40.00
82,12,40.00
83,12,40.00
84,12,40.00
85,12,40.00
86,12,40.00
87,12,40.01
88,12,40.01
89,12,40.01
90,12,40.01
91,12,40.01
92,12,40.01
93,12,40.01
94,12,40.01
95,12,40.01
96,12,40.01
97,12,40.01
98,12,40.01
99,12,40.01
100,12,40.01
101,12,40.01
102,12,40.01
103,12,40.01
104,12,40.01
105,12,40.01
106,12,40.00
107,12,40.00
108,12,40.00
109,12,40.00
110,12,40.00
111,12,40.00
112,12,40.00
113,12,40.00
114,12,40.00
115,12,40.00
116,12,40.00
117,12,40.00
118,12,40.00
119,12,40.00
120,12,40.00
121,12,40.00
122,12,40.00
123,12,40.00
124,12,40.00
125,12,40.00
126,12,40.00
127,12,40.00
0,13,40.05
1,13,40.07
2,13,40.11
3,13,40.16
4,13,40.23
5,13,40.33
6,13,40.47
7,13,40.66
8,13,40.91
9,13,41.25
10,13,41.68
11,13,42.24
12,13,42.94
13,13,43.82
14,13,44.89
15,13,46.17
16,13,47.69
17,13,49.46
18,13,51.47
19,13,53.74
20,13,56.23
21,13,58.92
22,13,61.76
23,13,64.70
24,13,67.66
25,13,70.57
26,13,73.34
27,13,75.87
28,13,78.09
29,13,79.91
30,13,81.26
31,13,82.10
32,13,82.38
33,13,82.10
34,13,81.26
35,13,79.91
36,13,78.09
37,13,75.87
38,13,73.34
39,13,70.57
40,13,67.66
41,13,64.70
42,13,61.76
43,13,58.92
44,13,56.23
45,13,53.74
46,13,51.47
47,13,49.46
48,13,47.69
49,13,46.17
50,13,44.89
51,13,43.82
52,13,42.94
53,13,42.24
54,13,41.68
55,13,41.25
56,13,40.91
57,13,40.66
58,13,40.47
59,13,40.33
60,13,40.23
61,13,40.16
62,13,40.11
63,13,40.07
64,13,40.05
65,13,40.03
66,13,40.02
67,13,40.01
68,13,40.01
69,13,40.00
70,13,40.00
71,13,40.00
72,13,40.00
73,13,40.00
74,13,40.00
75,13,40.00
76,13,40.00
77,13,40.00
78,13,40.00
